EREQ_CODE,EREQ_DESCRIPTION,EREQ_LEVEL,EREQ_PARENT_EQUIPMENT,EREQ_SYSTEM_EQUIPMENT,EREQ_CREATION_DATE,EREQ_EQUIPMENT_STATUS,EREQ_CATEGORY,EREQ_ENTITY,EREQ_ZONE,EREQ_COSTCENTRE
B8673R0026-B018,VENTILATEUR  E695-6N,2,B3530R0001-B018,B3530R0001-B018,2012-08-01,NORMAL,B4378,BS2,BS2-VIDE6,SUCRE-D-RAFS
B3504R3000-B002,CENTRALE HYDRAULIQUE S370N,2,B6533T0006,B6533T0006,2012-08-01,NORMAL,B3511,BS2,BS2-FB,SUCRE-D-RAFS
B0000R3000-B003,PONT LAVEUR S370N,2,B6533T0006,B6533T0006,2012-08-01,NORMAL,B7212,BS2,BS2-FB,SUCRE-D-RAFS
B0000R3000-B004,BATI S370N,2,B6533T0006,B6533T0006,2012-08-01,NORMAL,B6522,BS2,BS2-FB,SUCRE-D-RAFS
B4600R3000-B029,ACCESSOIRES S370N,2,B6533T0006,B6533T0006,2012-08-01,NORMAL,B4605,BS2,BS2-FB,SUCRE-D-RAFS
B4688R3000-B005,VANNE TOR,2,B4600T3000-B006,B4600T3000-B006,2012-08-01,NORMAL,B4602,BS2,BS2-ACC3,SUCRE-D-RAFS
B7752T0097,TRANSPORTEUR A BANDE TB30,1,,B7752T0097,2012-08-01,NORMAL,B7752,BS2,BS2-80KT,SUCRE-D-RAFS
B7761T0011,TRANSPORTEUR A VIS VR01,1,,B7761T0011,2012-08-01,NORMAL,B7761,BS2,BS2-80KT,SUCRE-D-RAFS
B7761T0013,TRANSPORTEUR A VIS VR03,1,,B7761T0013,2012-08-01,NORMAL,B7761,BS2,BS2-80KT,SUCRE-D-RAFS
B3513R0015-205,Réducteur,2,B7714T0005,B7714T0005,2009-10-11,NORMAL,B3513,BSL,BSL-50H,CER-D-DOPP
B3581R0008-204,Coupleur hydraulique,2,B7714T0005,B7714T0005,2009-10-11,NORMAL,B3581,BSL,BSL-50H,CER-D-DOPP
B6522R0020-202,CLAPET D'ASPIRATION CLAC2,2,B6522T0046,B6522T0046,2009-10-11,NORMAL,B3558,BSL,BSL-120HS,CER-D-DOPP
B6522R0020-203,CLAPET D'ASPIRATION CLAC3,2,B6522T0046,B6522T0046,2009-10-11,NORMAL,B3558,BSL,BSL-120HS,CER-D-DOPP
B6522R0020-204,CLAPET D'ASPIRATION CLAC4,2,B6522T0046,B6522T0046,2009-10-11,NORMAL,B3558,BSL,BSL-120HS,CER-D-DOPP
B6522R0021-202,CLAPET D'ASPIRATION CLA2,2,B6522T0046,B6522T0046,2009-10-11,NORMAL,B3558,BSL,BSL-120HS,CER-D-DOPP
B6522R0021-203,CLAPET D'ASPIRATION CLA3,2,B6522T0046,B6522T0046,2009-10-11,NORMAL,B3558,BSL,BSL-120HS,CER-D-DOPP
B6522R0021-204,CLAPET D'ASPIRATION CLA4,2,B6522T0046,B6522T0046,2009-10-11,NORMAL,B3558,BSL,BSL-120HS,CER-D-DOPP
PI_878GLB1,INDICATEUR DE PRESSION DE REFOULEMENT DE LA P878GLB1,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4631,BRH,BRH-S800,HUILE-D-RAFH
PI_P878GLA,INDICATEUR DE PRESSION DE REFOULEMENT DE LA P878GLA,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4631,BRH,BRH-S800,HUILE-D-RAFH
TI_878GLA,TRANSMETTEUR DE TEMPERATURE DU COTE FROID DU 878GL,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4666,BRH,BRH-S800,HUILE-D-RAFH
TI_878GLB,TRANSMETTEUR DE TEMPERATURE COTE ECHANGEURS DU BAC 878GL,3,B7103R9999-49,B7105T0049,2009-06-23,NORMAL,B4666,BRH,BRH-S800,HUILE-D-RAFH
D134_881W,VANNE SORTIE EAU GLYCOLEE VERS 878GL,3,B3529R9999-30,B3529T0030,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
D343_881W,VANNE D'ISOLEMENT DU PI_881W,3,B3529R9999-30,B3529T0030,2009-06-23,NORMAL,B4727,BRH,BRH-S800,HUILE-D-RAFH
PS_881W,DETECTEUR DE PRESSION HAUTE SORTIE ECHANGEURS 881W,3,B3529R9999-30,B3529T0030,2009-06-23,NORMAL,B4631,BRH,BRH-S800,HUILE-D-RAFH
TI_881W1,INDICATEUR DE TEMPERATURE EAU DE REFROIDISSEMENT SORTIE 881W1,3,B3529R9999-30,B3529T0030,2009-06-23,NORMAL,B4710,BRH,BRH-S800,HUILE-D-RAFH
B3581R0004-201,Coupleur hydraulique,2,B7752T0020,B7752T0020,2009-10-11,NORMAL,B3581,BSL,BSL-T4-TB,CER-D-DOPP
B4313R2527-201,Moteur électrique,2,B7752T0020,B7752T0020,2009-10-11,NORMAL,B4313,BSL,BSL-T4-TB,CER-D-DOPP
B3581R0007-201,Coupleur,2,B7752T0021,B7752T0021,2009-10-11,NORMAL,B3581,BSL,BSL-50H-TB,CER-D-DOPP
B7752R0001-204,STATION PESEUSE TB16,2,B7752T0022,B7752T0022,2009-10-11,NORMAL,B7752,BSL,BSL-50H,CER-D-DOPP
B3503R0008-202,Motoréducteur,2,B7754T0007,B7754T0007,2009-10-11,NORMAL,B3503,BSL,BSL-120CA,CER-D-DOPP
B7870R0001-208,Telescope 8,2,B7754T0007,B7754T0007,2009-10-11,NORMAL,B7870,BSL,BSL-120CA,CER-D-DOPP
B7754R0001-216,Vanne de vidange CP61,2,B7754T0008,B7754T0008,2009-10-12,NORMAL,B3558,BSL,BSL-120WA,CER-D-DOPP
B7858R0002-204,VANNE DE VIDANGE CP4,2,B7858T0014,B7858T0014,2009-10-12,NORMAL,B3558,BSL,BSL-120CE,CER-D-DOPP
B7858R0002-205,VANNE DE VIDANGE CP5,2,B7858T0015,B7858T0015,2009-10-12,NORMAL,B3558,BSL,BSL-120CE,CER-D-DOPP
B7858R0002-206,VANNE DE VIDANGE CP6,2,B7858T0016,B7858T0016,2009-10-12,NORMAL,B3558,BSL,BSL-120CE,CER-D-DOPP
B7858R0002-207,VANNE DE VIDANGE CP7,2,B7858T0017,B7858T0017,2009-10-12,NORMAL,B3558,BSL,BSL-120CE,CER-D-DOPP
B3503R0047-201,Motoréducteur,2,B7752T0057,B7752T0057,2009-10-11,NORMAL,B3503,BSL,BSL-RQ-TB,CER-D-DOPP
B3513R0015-201,Réducteur,2,B7752T0017,B7752T0017,2009-10-11,NORMAL,B3513,BSL,BSL-RQ-TB,CER-D-DOPP
B3581R0007-202,Coupleur hydraulique,2,B7752T0017,B7752T0017,2009-10-11,NORMAL,B3581,BSL,BSL-RQ-TB,CER-D-DOPP
B4313R2529-201,Moteur électrique,2,B7752T0017,B7752T0017,2009-10-11,NORMAL,B4313,BSL,BSL-RQ-TB,CER-D-DOPP
B3513R0025-202,Réducteur 2,2,B7752T0018,B7752T0018,2009-10-11,NORMAL,B3513,BSL,BSL-RT2-TB,CER-D-DOPP
B3581R0010-201,COUPLEUR HYDRAULIQUE 1,2,B7752T0018,B7752T0018,2009-10-11,NORMAL,B3581,BSL,BSL-RT2-TB,CER-D-DOPP
B3581R0010-202,COUPLEUR HYDRAULIQUE 2,2,B7752T0018,B7752T0018,2009-10-11,NORMAL,B3581,BSL,BSL-RT2-TB,CER-D-DOPP
B4313R2528-202,Moteur électrique 2,2,B7752T0018,B7752T0018,2009-10-11,NORMAL,B4313,BSL,BSL-RT2-TB,CER-D-DOPP
B3513R0013-201,Réducteur,2,B7752T0019,B7752T0019,2009-10-11,NORMAL,B3513,BSL,BSL-RT2-TB,CER-D-DOPP
B4313R2525-201,Moteur electrique,2,B7752T0019,B7752T0019,2009-10-11,NORMAL,B4313,BSL,BSL-RT2-TB,CER-D-DOPP
S57-AGITATEUR,Agitateur du Bac de préparation d'acide citrique,2,B7103T0008,B7103T0008,2009-11-22,NORMAL,AGITAT,BRH,BRH-S57,HUILE-D-RAFH
BMA17-REDUCT-77,REDUCTEUR TAPIS5 ENTREE LIGNE FARDEAUX,3,B7284R0009-125,B7284T0009,2010-09-20,,B3513,BMA,BMA-PALET,CGS-D-MARG
B7228T0019-C201,DISPOSITIF DE REGULATION (COND C1)--Equipement réformé,3,B7228T0019-C102,B7228T0019,2012-08-01,,B7211,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7228T0019-C203,DEBOBINEUR 1 (COND C1),3,B7228T0019-C103,B7228T0019,2012-08-01,NORMAL,B7210,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7212T0005,ALIMENTATION HUILE,1,,B7212T0005,2007-07-17,NORMAL,B7212,BCH,BCH05,HUILE-D-CDH
BCH04-ENTRAI-01,ROTATION BANDEROLEUSE,3,BCH04-BRTOUR-01,B7286T0005,2007-07-17,NORMAL,ENTRAI,BCH,BCH04,HUILE-D-CDH
REB-BCH01-TETMAI-01,TETE DE MAINTIEN,3,REB-BCH01-STSUPE-01,REB-BCH01-ETIQUE-01,2011-01-14,REB,TETMAI,BCH,REB-BCH,ZCHARGE
BCH11-DISSEC-03,DISPOSITIF DE SECURITE,2,B6001T0003,B6001T0003,2011-07-19,NORMAL,ZFAMILLE,UPL_S,UPL_S-LI3B,PLAS-D-USET
REB-BCH01-STSUPE-01,STATION SUPERIEURE,2,REB-BCH01-ETIQUE-01,REB-BCH01-ETIQUE-01,2011-01-14,REB,STSUPE,BCH,REB-BCH,ZCHARGE
BCH04-ROTRAN-01,ROUE DE SORTIE,3,BCH04-TRANSF-01,B7214T0004,2007-07-17,NORMAL,ROTRAN,BCH,BCH04,HUILE-D-CDH
LAH-682A,DETECTEUR DE NIVEAU HAUT DU 682A,3,B7115R9999-06,B7115T0006,2009-06-23,NORMAL,B4633,BRH,BRH-S600,HUILE-D-RAFH
REB-BCH01-CONMEC-08,CONVOYEURS PREFORMATEURS,3,REB-BCH01-PREFRM-01,REB-BCH01-PALETS-01,2011-01-14,REB,CONMEC,BCH,REB-BCH,ZCHARGE
BCH11-SYSREF-01,SYSTEME DE REFROIDISSEMENT,3,BCH11-UNIROB-01,B6001T0001,2011-07-19,NORMAL,ZFAMILLE,UPL_S,UPL_S-LI 7,PLAS-D-USET
REB-BCH01-CONMEC-09,CONVOYEURS A ROULEAUX PALETTISEUR,2,REB-BCH01-PALETS-01,REB-BCH01-PALETS-01,2011-01-14,REB,CONMEC,BCH,REB-BCH,ZCHARGE
B7103R0033-111,CAPTEURS ET DETECTEURS,3,B7103R0033-110,B8625T0001,2011-10-05,NORMAL,B4514,BMA,BMA-A04,CGS-D-MARG
BCH04-TRFILM-02,TRANSPORT FILM,3,BCH04-TRFILM-01,B7272T0004,2008-04-19,NORMAL,TRFILM,BCH,BCH04,HUILE-D-CDH
BCH04-ENTRAI-03,ENTRAINNEMENT TUNNEL,3,BCH04-FOURES-01,B7272T0004,2008-04-19,NORMAL,ENTRAI,BCH,BCH04,HUILE-D-CDH
BCH04-AUTOMA-02,AUTOMATE PROGRAMMABLE REMPLISSEUSE,3,BCH04-ARMELE-03,B7216T0004,2008-04-19,NORMAL,AUTOMA,BCH,BCH04,HUILE-D-CDH
A20E7V3,PURGEUR DE VAPEUR SORTIE A20E7,3,B3529R9999-50,B3529T0050,2009-06-23,NORMAL,B3382,BRH,BRH-A20,HUILE-D-RAFH
REB-BCH06-ENTRAI-05,MOTORISATION COMPRESSEUR 40 BARS,2,REB-BCH06-COMPRE-03,REB-BCH06-COMPRE-03,2011-05-15,REB,ENTRAI,BCH,REB-BCH,HUILED
BCH06-ETACOM-26,PREMIER ETAGE,3,BCH06-ETACOM-25,B3668T0202,2011-05-18,NORMAL,ZFAMILLE,BCH,BCH06,HUILE-D-CDH
BCH06-ARMELE-07,"ARMOIRE ELECTRIQUE COMPRESSEUR SIAD ""C""",2,B3668T0202,B3668T0202,2011-05-18,NORMAL,ARMELE,BCH,BCH06,HUILE-D-CDH
REB-BCH01-TRANSM-08,TRANSMISSION TRANSVERSALE,3,REB-BCH01-TRANSM-06,REB-BCH01-DEVIAT-01,2011-01-14,REB,TRANSM,BCH,REB-BCH,ZCHARGE
A20R5LT1,TRANSMETTEUR DE NIVEAU DE A20R5,3,B6330R9999-02,B6330T0002,2009-06-23,NORMAL,B4668,BRH,BRH-A20,HUILE-D-RAFH
B7284R0001-109,TAPIS ENTREE PREFORMATEUR GAUCHE,2,B7284T0001,B7284T0001,2009-02-04,,B7761,BMA,BMA-PALET,CGS-D-MARG
BCH11-DISSEC-01,DISPOSITIF DE SECURITE,2,B6001T0001,B6001T0001,2011-02-21,NORMAL,INJECT,UPL_S,UPL_S-LI 7,PLAS-D-USET
B7284R0002-121,CONVOYEUR SORTIE PALETTES PLEINNES GAUCHE,2,B7284T0002,B7284T0002,2009-02-04,,B7761,BMA,BMA-PALET,CGS-D-MARG
BCH12-BROEUR-01,BROYEUR DE PREFORME ,2,B7200T0000,B7200T0000,2018-12-13,NORMAL,ZFAMILLE,BCH,BCH12,HUILE-D-CDH
01-211-503-M,A20P31-PMP,4,B3503R0505-02,B6346T0006,2009-02-04,REB,B4313,BRH,BRH-S500,HUILE-D-RAFH
B3623R0049-01,GROUPE ELECTRO-POMPE SECOURS REACTEUR DE SOUDE-  01-341-703(S),2,B6346T0006,B6346T0006,2009-02-04,NORMAL,B3623,BRH,BRH-S500,HUILE-D-RAFH
PAS-616B2,TRANSMETTEUR DE PRESSION,3,B6522R9999-26,B6522T0026,2009-06-23,NORMAL,B4667,BRH,BRH-S600,HUILE-D-RAFH
B7228T0021-C105,ENTRAINEMENT SACHET BS (COND C3),2,B7228T0021,B7228T0021,2012-08-01,NORMAL,B7212,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C201,DISPOSITIF DE REGULATION (COND C3)--Equipement réformé,3,B7228T0021-C102,B7228T0021,2012-08-01,,B7211,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C203,DEBOBINEUR 1 (COND C3),3,B7228T0021-C103,B7228T0021,2012-08-01,NORMAL,B7210,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C204,DEBOBINEUR 2 (COND C3),3,B7228T0021-C103,B7228T0021,2012-08-01,NORMAL,B7210,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C205,DISPOSITIF DE COUPE (COND C3),3,B7228T0021-C103,B7228T0021,2012-08-01,NORMAL,COFILM,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C207,TRACTION FILM (COND C3),3,B7228T0021-C104,B7228T0021,2012-08-01,NORMAL,B7208,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C208,STATION DE SOUDAGE LONGITUDINALE (COND C3),3,B7228T0021-C104,B7228T0021,2012-08-01,NORMAL,B5950,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C209,DISPOSITIF D'IONISATION (COND C3),3,B7228T0021-C104,B7228T0021,2012-08-01,NORMAL,B7207,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0021-C210,PLIEUSE LATERALE (COND C3),3,B7228T0021-C104,B7228T0021,2012-08-01,NORMAL,B7242,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B8002T0020,"TRIEUSE PONDERALE ""E4""",1,,B8002T0020,2012-08-01,NORMAL,BASCUL,BSC-N,BSC-NPLE,SUCRE-D-CDSUC
B7272T0013-C000,CONVOYEUR (FAR E)---Équipement réformé,1,,B7272T0013-C000,2012-08-01,,TRANSP,BSC,BSC-NPLE,SUCRE-D-CDSUC
B7771T0011,DIVISEUR E (DIV E)---Équipement Réformé,1,,B7771T0011,2012-08-01,,BDIVIS,BSC,BSC-NPLE,SUCRE-D-CDSUC
B5950T0005,FOUR E---Équipement réformé,1,,B5950T0005,2012-08-01,,FOURES,BSC,BSC-NPLE,SUCRE-D-CDSUC
B7228T0031,CONDITIONNEUSE F1 (COND F1),1,,B7228T0031,2012-08-01,,B7228,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7228T0033,CONDITIONNEUSE F3 (COND F3),1,,B7228T0033,2012-08-01,NORMAL,B7228,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7272T0011-C204,SEPARATEUR PNEUMATIQUE (FAR C)--Equipement réformé,3,B7272T0011-C102,B7272T0011,2012-08-01,,SEPARA,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7272T0011-C205,SEPARATEUR ELECTRONIQUE (FAR C)--Equipement réformé,3,B7272T0011-C102,B7272T0011,2012-08-01,,SEPARA,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7272T0011-C206,BARRE DE SEPARATION (FAR C)--Equipement réformé,3,B7272T0011-C102,B7272T0011,2012-08-01,,SEPARA,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7272T0011-C207,DEBOBINEUR (FAR C)--Equipement réformé,3,B7272T0011-C103,B7272T0011,2012-08-01,,B7210,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7272T0011-C208,SYSTEM MONTEE FILM (FAR C)--Equipement réformé,3,B7272T0011-C103,B7272T0011,2012-08-01,,PLAFIL,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7228T0032-C311,MACHOIRE ARRIERE (COND F2),4,B7228T0032-C216,B7228T0032,2012-08-01,NORMAL,B5950,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7228T0032-C313,DISPOSITIF D'EXTRACTION DRAPEAU (COND F2),4,B7228T0032-C216,B7228T0032,2012-08-01,NORMAL,EXTRA,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7228T0032-C315,TRANSPORTEUR A BANDE (COND F2),4,B7228T0032-C217,B7228T0032,2012-08-01,NORMAL,TRANSP,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7228T0033-C102,DOSEUR (COND F3)--Equipement réformé,2,B7228T0033,B7228T0033,2012-08-01,,B7238,BSC,BSC-NPLF,SUCRE-D-CDSUC
B7228T0033-C103,SPLICER (COND F3),2,B7228T0033,B7228T0033,2012-08-01,NORMAL,BASCUL,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7228T0033-C104,COLONNE VP D'ENSACHAGE (COND F3),2,B7228T0033,B7228T0033,2012-08-01,NORMAL,B7213,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7228T0033-C105,ENTRAINEMENT SACHET BS (COND F3),2,B7228T0033,B7228T0033,2012-08-01,NORMAL,B7212,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7228T0033-C202,DISPOSITIF DE ROTATION (COND F3)--Equipement réformé,3,B7228T0033-C102,B7228T0033,2012-08-01,,ROTMAC,BSC,BSC-NPLF,SUCRE-D-CDSUC
B7228T0033-C203,DEBOBINEUR 1 (COND F3),3,B7228T0033-C103,B7228T0033,2012-08-01,NORMAL,B7210,BSC-N,BSC-NPLF,SUCRE-D-CDSUC
B7103R0013-130,BAC DE PREPARATION (A5-B01) 150 LITRES,2,B7103T0093,B7103T0093,2009-02-04,,B7101,BMA,BMA-A08,CGS-D-MARG
B7101R0007-110,INSTRUMENTS,2,B7101T0031,B7101T0031,2009-02-04,,B4514,BMA,BMA-A01,CGS-D-MARG
B7103R0023-130,BAC DE 2500 LITRES POUR PESEE EMULSIFIANTS (A4-B05),2,B7103T0103,B7103T0103,2009-02-04,,B7101,BMA,BMA-A09,CGS-D-MARG
BMA01-BALLON-01,VASE D'EXPANSION,2,B3529T0001,B3529T0001,2009-02-04,,B3378,BMA,BMA-A11,CGS-D-MARG
B7103R0016-111,CAPTEURS ET DETECTEURS,3,B7103R0016-110,B7103T0096,2009-02-04,,B4514,BMA,BMA-A08,CGS-D-MARG
B7775R0001-110,ROULEAUX DE SORTIE 2,3,B7775R0001-109,B7775T0001,2009-02-04,,B7761,BMA,BMA-PALET,CGS-D-MARG
B7103R0013-100,POMPE DOSEUSE BRAUN LUEBBE (A5-P01)-BAC (A5-B01) 150 L,2,B7103T0093,B7103T0093,2009-02-04,,B3603,BMA,BMA-A08,CGS-D-MARG
REB-BCH06-PMPREF-02,POMPE DE REFROIDISSEMENT,3,REB-BCH06-CIREAU-02,REB-BCH06-COMPRE-02,2011-05-15,REB,PMPREF,BCH,REB-BCH,HUILED
BCH06-PMPREF-05,POMPE DE REFROIDISSEMENT,2,REB -BCH06-CIREAU-05,REB -BCH06-CIREAU-05,2011-05-18,NORMAL,ZFAMILLE,BCH,REB-BCH,HUILE-D-CDH
B4313R0020-201,MOTEUR DU POMPE A VIDE,3,B3623R0804-100,B7228T0004,2009-02-04,,B4313,BMA,BMA-A11,CGS-D-MARG
B4313R0020-385,MOTEUR DE ROULEAUX PLATE-FORME,3,B7775R0001-118,B7775T0001,2009-02-04,,B4313,BMA,BMA-PALET,CGS-D-MARG
B7101R0010-130,BAC DE STOCKAGE 110000 L  TOURNESOL (40T6A),2,B7101T0034,B7101T0034,2009-02-04,,B7101,BMA,BMA-A01,CGS-D-MARG
B4313R0020-235,MOTEUR (P2-P03-M1)-POMPE C.A.L (P2-P03) CIP-UPPR L2,3,B3623R1360-114,B3529T0005,2009-02-04,,B4313,BMA,BMA-A12,CGS-D-MARG
B7284R0003-118,NAVETTE A DEUX PLACES PALETTES,3,B7284R0003-117,B7284T0003,2009-02-04,,B77-82,BMA,REB-BMA,ZCHARGE
BMA12-PCENTR-06,POMPE CENTRIFUGE A L'HUILE PHP L2,3,B3529R0005-103,B3529T0005,2009-02-04,,B3603,BMA,BMA-A12,CGS-D-MARG
B7286R0001-103,ROULEAUX DE PLATEAU TOURNANT,2,B7286T0001,B7286T0001,2009-02-04,,B7761,BMA,BMA-PALET,CGS-D-MARG
BMA04-VANPNC-01,VANNE PNEUMATIQUE NC,3,B7103R0008-110,B7103T0088,2009-02-04,,B3558,BMA,BMA-A04,CGS-D-MARG
BMA09-VANPNC-19,VANNE PNEUMATIQUE NC,3,B7103R0021-110,B7103T0101,2009-02-04,,B3558,BMA,BMA-A09,CGS-D-MARG
B710R0010-111,CAPTEURS ET DETECTEURS,3,B710R0010-110,B7101T0034,2009-02-04,,B4514,BMA,BMA-A01,CGS-D-MARG
BMA09-VANPNC-41,VANNE PNEUMATIQUE NC,3,B7103R0003-110,B7103T0083,2009-02-04,,B3558,BMA,BMA-A09,CGS-D-MARG
B6330R0006-02,AGITATEUR,2,B6330T0006,B6330T0006,2009-02-04,NORMAL,B6301,BRH,BRH-S500,HUILE-D-RAFH
B6330R9999-07,INSTRUMENTATION EXTERNE DU CRISTALLISEUR R09-211-503,2,B6330T0007,B6330T0007,2009-02-04,NORMAL,B4727,BRH,BRH-S500,HUILE-D-RAFH
B4313R2003-03,MOTEUR ELECTRIQUE,3,B6330R0006-03,B6330T0007,2009-02-04,NORMAL,B4313,BRH,BRH-S500,HUILE-D-RAFH
BRH-PEME05006-02,MOTEUR ELECTRIQUE  AGITATEUR 630A/2 DE TERRE,4,B3503R0503-02,B6350T0003,2009-02-04,NORMAL,B4313,BRH,BRH-S600,HUILE-D-RAFH
B7115T0005,BAC  FLORENTIN- B20T41,1,,B7115T0005,2009-02-04,NORMAL,B7115,BRH,BRH-B20,HUILE-D-RAFH
B3605R0001-06,POMPE NUE,3,B3623R0074-07,B7115T0005,2009-02-04,NORMAL,B3605,BRH,BRH-B20,HUILE-D-RAFH
B3623R1251-02,GROUPE ELECTRO-POMPE DE PATES -    B20P41,2,B7103T0023,B7103T0023,2009-02-04,REB,B3623,BRH,BRH-B20,HUILE-D-RAFH
B3608R0051-02,POMPE A VIS NUE,3,B3623R0901-02,B6330T0010,2009-02-04,NORMAL,B3608,BRH,BRH-S500,HUILE-D-RAFH
21F1V9,ELECTROVANNE D'ENTREE 21F1,3,B6522R9999-37,B6522T0037,2009-06-23,NORMAL,B4727,BRH,BRH-S21,HUILE-D-RAFH
B061-616A1,PURGEUR DU SEPARATEUR DE VAPEUR 646B,3,B6522R9999-21,B6522T0021,2009-06-23,NORMAL,B3382,BRH,BRH-S600,HUILE-D-RAFH
B7228T0002-101,DESCENSEUR POTS,2,B7228T0002,B7228T0002,2009-02-04,,B7716,BMA,REB-BMA,ZCHARGE
B7228T0002-105,DOSEUR,2,B7228T0002,B7228T0002,2009-02-04,,B7238,BMA,REB-BMA,ZCHARGE
B6401R0001-100,STATION PILOTE,2,B6401T0001,B6401T0001,2009-02-04,,B6401,BMA,BMA-A20,CGS-D-MARG
B3529R0009-120,ECHANGEUR A PLAQUES  L5,2,B3529T0009,B3529T0009,2009-02-04,,B3529,BMA,BMA-A15,CGS-D-MARG
BMA11-VANPNC-19,VANNE PNEUMATIQUE NC,3,B6320R0002-111,B6320T0002,2009-02-04,,B3558,BMA,BMA-A11,CGS-D-MARG
B7103T0106,BAC DE PREPARATION CIRCULATION (C-B03) 200 LITRES,1,,B7103T0106,2009-02-04,,B7101,BMA,BMA-A10,CGS-D-MARG
B7272T0011-C209,DISPOSITIF DE COUPE (FAR C)--Equipement réformé,3,B7272T0011-C103,B7272T0011,2012-08-01,,BCFILM,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7272T0011-C210,STATION DE SOUDAGE (FAR C)--Equipement réformé,3,B7272T0011-C103,B7272T0011,2012-08-01,,B5950,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7272T0011-C211,CONVOYEUR D'ENTREE (FAR C)--Equipement réformé,3,B7272T0011-C105,B7272T0011,2012-08-01,,TRANSP,BSC,BSC-NPLC,SUCRE-D-CDSUC
B7272T0011-C212,TRANSPORTEUR A BANDE 1 (FAR C)--Equipement réformé,3,B7272T0011-C105,B7272T0011,2012-08-01,NORMAL,TRANSP,BSC,BSC-NPLC,SUCRE-D-CDSUC
B5950T0003-C101,"ARMOIRE ELECTRIQUE ""FOUR C""",2,B5950T0003,B5950T0003,2012-08-01,NORMAL,ARMELE,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B5950T0003-C102,"TERMOREGULATEUR ""FOUR C""",2,B5950T0003,B5950T0003,2012-08-01,NORMAL,B7203,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B5950T0003-C103,CONVOYAGE LIGNE C,2,B5950T0003,B5950T0003,2012-08-01,NORMAL,TRANSP,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B5950T0003-C104,"VENTILATION ""FOUR C""",2,B5950T0003,B5950T0003,2012-08-01,NORMAL,VENTIL,BSC-N,BSC-NPLC,SUCRE-D-CDSUC
B7228T0023-C102,DOSEUR (COND D1)--Equipement réformé,2,B7228T0023,B7228T0023,2012-08-01,,B7238,BSC,BSC-NPLD,SUCRE-D-CDSUC
B7228T0023-C103,SPLICER (COND D1),2,B7228T0023,B7228T0023,2012-08-01,NORMAL,BASCUL,BSC,BSC-NPLD,SUCRE-D-CDSUC
B7228T0023-C201,DISPOSITIF DE REGULATION (COND D1)--Equipement réformé,3,B7228T0023-C102,B7228T0023,2012-08-01,,B7211,BSC,BSC-NPLD,SUCRE-D-CDSUC
B7228T0023-C202,DISPOSITIF DE ROTATION (COND D1)--Equipement réformé,3,B7228T0023-C102,B7228T0023,2012-08-01,,ROTMAC,BSC,BSC-NPLD,SUCRE-D-CDSUC
B7228T0023-C203,DEBOBINEUR 1 (COND D1),3,B7228T0023-C103,B7228T0023,2012-08-01,NORMAL,B7210,BSC-N,BSC-NPLD,SUCRE-D-CDSUC
B7228T0023-C205,DISPOSITIF DE COUPE (COND D1),3,B7228T0023-C103,B7228T0023,2012-08-01,NORMAL,COFILM,BSC-N,BSC-NPLD,SUCRE-D-CDSUC
B7228T0023-C206,TUBE DE REMPLISSAGE (COND D1),3,B7228T0023-C104,B7228T0023,2012-08-01,NORMAL,B7209,BSC-N,BSC-NPLD,SUCRE-D-CDSUC
