WOWO_SYSTEM_EQUIPMENT,WOWO_EQUIPMENT_DESCRIPTION,WOWO_DECLARATION_DATE,WOWO_END_DATE,WOWO_CREATION_DATE,WOWO_JOB_TYPE,WOWO_EQUIPMENT_LEVEL,WOWO_EQUIPMENT,maintenance_parent_code,maintenance_parent_level,WOWO_JOB_CLASS,WOWO_TOTAL_COST,source,label_quality,WOWO_ACTION_ENTITY
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2024-02-14,,2024-02-15,CORR,,,,,,705.7552645,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
B3602R5006-J02,GROUPE ELECTROPOMPE,2024-02-15,,2024-02-15,PREV,,,,,,5868.559513340108,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3623R6001-J01,GROUPE MOTOPOMPE IMMERGE,2024-02-15,,2024-02-15,PREV,,,,,,66.702955825,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3623R6001-J01,GROUPE MOTOPOMPE IMMERGE,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3624T1200,POMPE HAUTE PRESSION,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3668T8004,COMPRESSEUR N°01,2024-02-15,,2024-02-15,PREV,,,,,,9818.526160016989,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3668T8005,COMPRESSEUR N°02,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3669T0029,CENTRALE DE PRODUCTION D'AIR COMPRIMEE N°01 ZD3500VSD,2024-02-15,,2024-02-15,PREV,,,,,,1039.225,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3669T8002,COMPRESSEUR BP,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677R0213,SECHEUR PAR ABSORBTION ULTRA ECONOMIQUE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677R0214,SECHEUR PAR REFRIGERATION,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677R0302-J01,SECHEUR D'AIR N°01,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677R0302-J02,SECHEUR D'AIR N°02,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677T0300-J01,SECHEUR D'AIR N°03,2024-02-15,,2024-02-15,PREV,,,,,,76.20666666666665,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677T8002,SECHEUR D'AIR BP,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3679R0201,SURPRESSEUR  ROBOX,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3679R0201,SURPRESSEUR  ROBOX,2024-02-15,,2024-02-15,PREV,,,,,,53.36236466,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3970T0229,ARMOIRE DE COMMANDE CHAUDIERES,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3970T0230,ARMOIRE DE COMMANDE POMPES,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3970T0250,ARMOIRE ELECTRIQUE HOMOGENEISATEUR PET,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3970T0251,ARMOIRE ELECTRIQUE 2,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3970T0270,ARMOIRE DE COMMANDE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3970T0274,ARMOIRE DE COMMANDE POMPES,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3970T0277,ARMOIRE DE COMMANDE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3972E5099-J01,POSTE MT-BT1,2024-02-15,,2024-02-15,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3972E5099-J01,POSTE MT-BT1,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3972E5099-J02,POSTE MT 2,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3972E5099-J03,POSTE MT-BT3,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B4600R3000-R024,INSTRUMENTATION  VANNERIE ET ACCESSOIRES SECTION 1,2024-02-15,,2024-02-15,CORR,,,,,,769.9,2024_CORRECTIF,MEDIUM_INFERRED,BBS
B4600T0001-J01,VANNERIES,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B4600T0001-J01,VANNERIES,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B4600T0003-J03,ACCESSOIRES,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B4600T0003-J03,ACCESSOIRES,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B4600T0004-J01,VANNERIES,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B4600T0004-J01,VANNERIES,2024-02-15,,2024-02-15,PREV,,,,,,106.72472932,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B4600T0006-J01,ACCESSOIRES,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B4600T0006-J01,ACCESSOIRES,2024-02-15,,2024-02-15,PREV,,,,,,53.36236466,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B4600T0007-J02,ARMOIRE DE COMMANDE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6235T8001,MIXER MAS MIX 60/60,2024-02-15,,2024-02-15,PREV,,,,,,200.108867475,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6240T0002,PRECHAUFFEUR,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6335T0001,BAC DE REFONTE M160,2024-02-15,,2024-02-15,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B6562T8001,CONDENSATEUR SEMI-AUTOMATIQUE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7101T5001-J02,LIGNE CIP,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7101T5001-J02,LIGNE CIP,2024-02-15,,2024-02-15,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7101T8001,BAC STOCKAGE SIROP,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7101T8001,BAC STOCKAGE SIROP,2024-02-15,,2024-02-15,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7101T8006,RESERVOIRE COLLECTEUR,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7103T0291,BAC FORMULATION,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7103T0291,BAC FORMULATION,2024-02-15,,2024-02-15,PREV,,,,,,200.108867475,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7103T0338,BAC CUISSEUR,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7103T0339,BAC DESHAIRATEUR,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7105T8012,RECIPIENT COLLECTEUR,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7109R0005-J01,BALLON DE STOKAGE D'AIR N°01,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B7109R0005-J02,BALLON DE STOKAGE D'AIR N°02,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B7109R0201-J01,BALLON DE STOKAGE D'AIR BP,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B7202T8002,DECAISSEUSE,2024-02-15,,2024-02-15,PREV,,,,,,200.108867475,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7210T8004,LAVEUSE BOUTEILLES(SDA),2024-02-15,,2024-02-15,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7210T8005,LAVEUSE CASIERS BOUTEILLES KRONES,2024-02-15,,2024-02-15,PREV,,,,,,173.427685145,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-15,,2024-02-15,CORR,,,,,,228.5,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-15,,2024-02-15,CORR,,,,,,47829.84329758247,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-15,,2024-02-15,CORR,,,,,,950.01,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-15,,2024-02-16,CORR,,,,,,6548.9015747867925,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T8001,SOUFFLEUSE SBO 20 5767,2024-02-15,,2024-02-15,PREV,,,,,,146.746502815,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-15,,2024-02-15,CORR,,,,,,1962.38,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7216T8002,REMPLISSEUSE SF SELECT 140/15C,2024-02-15,,2024-02-15,PREV,,,,,,13.340591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7220T8001,MONOBLOC,2024-02-15,,2024-02-15,PREV,,,,,,200.108867475,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,2024-02-15,,2024-02-15,PREV,,,,,,93.384138155,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7228T0076,LIGNE DE PREPARATION JUS,2024-02-15,,2024-02-15,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7247T8002,REMPLISSEUSE ASEPTIQUE,2024-02-15,,2024-02-15,PREV,,,,,,1293049.337,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7247T8002,REMPLISSEUSE ASEPTIQUE,2024-02-15,,2024-02-15,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7250T0004,SECHEUR SONIC 150,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T0031,CONTRÔLE ETIQUETTES FT SYSTEM,2024-02-15,,2024-02-15,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T8005,ETIQUETEUSE SACMI OPERA 300,2024-02-15,,2024-02-15,PREV,,,,,,80.04354699,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0103,DATEUR LASER D320I,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0103,DATEUR LASER D320I,2024-02-15,,2024-02-15,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0141,DATEUR INDUSTRIEL A JET D ENCRE,2024-02-15,,2024-02-15,PREV,,,,,,53.36236466,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7260T8001,PASTEURISATEUR REFROIDI À TUNNEL(SDA),2024-02-15,,2024-02-15,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7260T8004,PASTEURISATEUR  TUBULAIRE,2024-02-15,,2024-02-15,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7262T8001,STERILISATEUR,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7272T8000,FARDELEUSE TSM 4 SDI,2024-02-15,,2024-02-15,PREV,,,,,,173.427685145,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-15,,2024-02-16,CORR,,,,,,83419.14757121317,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T8001,PALETTISEUR P432-SCARA,2024-02-15,,2024-02-15,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7286T0024,BANDEROLEUSE ATLANTA,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7286T0024,BANDEROLEUSE ATLANTA,2024-02-15,,2024-02-25,PREV,,,,,,263.1,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7714T0005-BS1,ELEVATEUR A720,2024-02-15,,2024-02-15,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B7759T8002,CONVOYEURS MECANIQUE GEBO,2024-02-15,,2024-02-15,PREV,,,,,,133.40591165,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7759T8004,CONVOYEURS,2024-02-15,,2024-02-15,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8008T0012,PONT BASCULE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8525T8001,GROUPE ELECTROGENE NS 75 MOBILE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8525T8002,GROUPE ELECTROGENE 300 KVA,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8545T8001,ARMOIRE DE GESTION CHAINE ASEPTIQUE,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8602T0011,CHAUDIERE BABCOCK N°01,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T0012,CHAUDIERE BABCOCK N°02,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T0014,BACHE A EAU BABCOCK,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T0014,BACHE A EAU BABCOCK,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T8004,CHAUDIERE BABCOCK3/ 05 T,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8627T0136,CHAMBRE FROIDE NEGATIVE -18°C(SDA),2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8636T0038-J01,TOUR DE REFROIDISSEMENT COMPRESSEUR N°2,2024-02-15,,2024-02-15,PREV,,,,,,76.20666666666665,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8638R5990-J01,BAC DE STOCKAGE EAU CHILLER,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T0007,GROUPE  FROID TRANE A741S,2024-02-15,,2024-02-15,CORR,,,,,,4114.89,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B8638T0058,Groupe de production eau glacée FLASH-PASTO,2024-02-15,,2024-02-15,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T0058,Groupe de production eau glacée FLASH-PASTO,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8001,CHILLER GREENBOX N°01,2024-02-15,,2024-02-15,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8001,CHILLER GREENBOX N°01,2024-02-15,,2024-02-15,PREV,,,,,,51470.81612495382,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8002,CHILLER GREENBOX N°02,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8003,CHILLER GREENBOX N°03,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8004,CHILLER GREENBOX N°04,2024-02-15,,2024-02-15,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T8004,CHILLER GREENBOX N°04,2024-02-15,,2024-02-15,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8744T8001,POSTE DE DETENTE GAZ,2024-02-15,,2024-02-15,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
BBS-SALLE-MCC,SALLE MCC UNITE SUCRE ROUX,2024-02-15,,2024-03-05,PREV,,,,,,560.0,2024_PREVENTIF,MEDIUM_INFERRED,BBS
PLOMB_CONS_COMPL_UM0,Consommable Plomberie sanitaire,2024-02-15,,2024-02-15,CORR,,,,,,304.96,2024_CORRECTIF,MEDIUM_INFERRED,DMO
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-16,,2024-02-16,CORR,,,,,,79.33333333333333,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-16,,2024-02-16,CORR,,,,,,9382.316763658482,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-16,,2024-02-16,CORR,,,,,,211.11333333333332,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2024-02-16,,2024-02-16,CORR,,,,,,16841.3527489924,2024_CORRECTIF,MEDIUM_INFERRED,LLK
LLK-AC-2350B,Compresseur 40 bars TEMPO 2350 B,2024-02-16,,2024-02-17,CORR,,,,,,560.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-17,,2024-02-17,CORR,,,,,,47.06666666666666,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-17,,2024-02-17,CORR,,,,,,3855.2772291622346,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-17,,2024-02-17,CORR,,,,,,2474.835,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7759T0019,CONVOYEUR MECANIQUE  GEBO,2024-02-17,,2024-02-17,CORR,,,,,,540.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7759T0021,CONVOYEUR MECANIQUE  GEBO,2024-02-17,,2024-02-17,CORR,,,,,,235.33333333333331,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B3503R0520-B005,MOTOREDUCTEUR A253N,2024-02-18,,2024-02-18,CORR,,,,,,2231.3724632568105,2024_CORRECTIF,MEDIUM_INFERRED,BS2
B3668T8005,COMPRESSEUR N°02,2024-02-18,,2024-02-18,CORR,,,,,,112.302443325,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3669T0028,CENTRALE DE PRODUCTION D'AIR COMPRIMEE N°02 ZD3030,2024-02-18,,2024-02-20,PREV,,,,,,831.38,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3972E5099-J01,POSTE MT-BT1,2024-02-18,,2024-02-27,CORR,,,,,,188400.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B6538T0006,PREFILTRATION WT,2024-02-18,,2024-02-24,CORR,,,,,,550781.5944010231,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7101T0030,BAC DE STOCKAGE (40T4B) 110000 L STEARINE,2024-02-18,,2024-02-18,CORR,,,,,,6535.776038532533,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,CORR,,,,,,158.763,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,CORR,,,,,,791.675,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,CORR,,,,,,140.085,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,CORR,,,,,,675.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,CORR,,,,,,326.865,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,CORR,,,,,,186.89333333333332,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,CORR,,,,,,84218.0620541631,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,PREV,,,,,,1164.0833333333333,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,PREV,,,,,,554.3447964658892,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,PREV,,,,,,537.3183333333333,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,PREV,,,,,,2588.6666666666665,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-02-18,,2024-02-18,PREV,,,,,,1168.0833333333333,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-18,,2024-02-18,PREV,,,,,,394263.6333135687,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7216T0013,REMPLISSEUSE Combi SF SELECT BV 140/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-02-18,,2024-02-19,CORR,,,,,,290.81,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7222T8003,ROBOT DE CONDIT - ENCAISSEUSE -,2024-02-18,,2024-05-13,PREV,,,,,,219.1528587,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7252T0031,CONTRÔLE ETIQUETTES FT SYSTEM,2024-02-18,,2024-02-22,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B7254T0169,DATEUSE,2024-02-18,,2024-02-18,PREV,,,,,,76.20666666666665,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7258T0005,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4,2024-02-18,,2024-02-18,PREV,,,,,,515.25,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-02-18,,2024-02-18,PREV,,,,,,508.96,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-02-18,,2024-02-18,PREV,,,,,,763.44,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-02-18,,2024-02-18,PREV,,,,,,508.96,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7272T0017,FARDELEUSE L3,2024-02-18,,2024-02-18,PREV,,,,,,17636.032321093688,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7274T0003,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2024-02-18,,2024-02-18,PREV,,,,,,228.62,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0026,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-18,,2024-02-18,CORR,,,,,,474.75,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-18,,2024-02-18,PREV,,,,,,229.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-18,,2024-02-18,PREV,,,,,,152.66666666666666,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-18,,2024-02-18,PREV,,,,,,95.41666666666666,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-02-18,,2024-02-18,PREV,,,,,,458.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
