WOWO_SYSTEM_EQUIPMENT,WOWO_EQUIPMENT_DESCRIPTION,WOWO_DECLARATION_DATE,WOWO_END_DATE,WOWO_CREATION_DATE,WOWO_JOB_TYPE,WOWO_EQUIPMENT_LEVEL,WOWO_EQUIPMENT,maintenance_parent_code,maintenance_parent_level,WOWO_JOB_CLASS,WOWO_TOTAL_COST,source,label_quality,WOWO_ACTION_ENTITY
B7258T0012,CHECKMAT SORTIE ETIQUETEUSE,2024-04-27,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T0016,FARDELEUSE TSM 4 SDI CERMEX-OC,2024-04-27,,2024-04-27,CORR,,,,,,560.34,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B8540T0002,ARMOIRES ELECTRIQUES COMMUNES,2024-04-27,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B8602T0006,CHAUDIERE LOOS N°01,2024-04-27,,2024-04-27,CORR,,,,,,140.0,2024_CORRECTIF,MEDIUM_INFERRED,BEU
B3623R6001-J01,GROUPE MOTOPOMPE IMMERGE,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3668R6500,COMPRESSEUR ABC,2024-04-28,,2024-04-29,PREV,,,,,,342.93,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3668T0202,"Compresseur 40Bars SIAD ""C""  TEMPO 1850    KC 10656 / 10C",2024-04-28,,2024-04-28,PREV,,,,,,186.89333333333332,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3668T0202,"Compresseur 40Bars SIAD ""C""  TEMPO 1850    KC 10656 / 10C",2024-04-28,,2024-04-28,PREV,,,,,,8482.52795362413,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3668T8005,COMPRESSEUR N°02,2024-04-28,,2024-04-28,CORR,,,,,,26509.29601002716,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3669T0002,COMPRESSEUR D'AIR PROCESS P920B,2024-04-28,,2024-04-28,CORR,,,,,,1876.5,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B3669T0003,COMPRESSEUR  A VIS D'AIR A983.1N (L110),2024-04-28,,2024-04-28,CORR,,,,,,10610.102173780244,2024_CORRECTIF,MEDIUM_INFERRED,BS2
B3669T0017-U001,COMPRESSEUR N°02,2024-04-28,,2024-04-28,PREV,,,,,,420.0,2024_PREVENTIF,MEDIUM_INFERRED,BEU
B3677T8002,SECHEUR D'AIR BP,2024-04-28,,2024-04-28,PREV,,,,,,228.62,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3970T0002,MCC,2024-04-28,,2024-04-28,CORR,,,,,,564.955,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B3970T0002,MCC,2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B6046D0201,MOULE BOUCHON COL 48  32 EMPREINTES A UN ETAGE,2024-04-28,,2024-04-28,CORR,,,,,,1827.2464,2024_CORRECTIF,MEDIUM_INFERRED,UPL_S
B6235T8001,MIXER MAS MIX 60/60,2024-04-28,,2024-04-29,CORR,,,,,,1997.0715783333333,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
B6252T0006,RECLAIMER UNIT,2024-04-28,,2024-04-29,CORR,,,,,,1400.0,2024_CORRECTIF,MEDIUM_INFERRED,UFC
B6502T0007,SEPARATEUR DE NEUTRALISATION-S01-130-005,2024-04-28,,2024-04-28,CORR,,,,,,7.16,2024_CORRECTIF,MEDIUM_INFERRED,BRH
B6514T0014,TURBINE DISCONTINU S653N,2024-04-28,,2024-04-28,CORR,,,,,,58607.973536769,2024_CORRECTIF,MEDIUM_INFERRED,BS2
B6514T0015,TURBINE DISCONTINU S654N,2024-04-28,,2024-04-28,CORR,,,,,,58000.570203435665,2024_CORRECTIF,MEDIUM_INFERRED,BS2
B7103T0083,BAC DE 2500 LITRES POUR PESEE HUILE POUR LIGNES 04-06 (A4-B06),2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B7103T0103,BAC DE 2500 LITRES POUR PESEE EMULSIFIANTS (A4-B05),2024-04-28,,2024-04-30,PREV,,,,,,47.98333333333333,2024_PREVENTIF,MEDIUM_INFERRED,BMA
B7210T8004,LAVEUSE BOUTEILLES(SDA),2024-04-28,,2024-04-28,CORR,,,,,,500.543342275,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP1
B7214T0005,SOUFFLEUSE SBO4 - 383,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7214T0005,SOUFFLEUSE SBO4 - 383,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7214T0006,SOUFFLEUSE SBO6 - 5023,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7214T0006,SOUFFLEUSE SBO6 - 5023,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7214T0007,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,CORR,,,,,,560.68,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,PREV,,,,,,76.20666666666665,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,PREV,,,,,,438.91666666666663,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,PREV,,,,,,19354.03720126466,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,PREV,,,,,,420.51,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,PREV,,,,,,6431.217121353153,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,CORR,,,,,,6106.764925635006,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0008,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,CORR,,,,,,140.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,CORR,,,,,,6055.4944,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0010,SOUFFLEUSE SBO 20 SIDEL,2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7214T0013,SOUFFLEUSE,2024-04-28,,2024-04-28,CORR,,,,,,15279.29938970176,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7216T0005,REMPLISSEUSE MRH 36/48 V6 BE7485,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7216T0005,REMPLISSEUSE MRH 36/48 V6 BE7485,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7216T0012,REMPLISSEUSE Combi SF SELECT GL 90/15C SIDEL FILLING/BOUCHEUSE TOURELLE  T15 / 540 ZALKIN,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7228T0001,REMPLISSEUSE HAMBA BK8006M L1,2024-04-28,,2024-04-28,CORR,,,,,,282.4775,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B7228T0001,REMPLISSEUSE HAMBA BK8006M L1,2024-04-28,,2024-04-28,CORR,,,,,,282.4775,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B7252T0006,ETIQUETTEUSE SACMI 5LA OPERA 200 RF 9T/ N°M0074708,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7258T0002,CONTRÔLE BOUCHON / NIVEAU HEUFT Basic V3.4,2024-04-28,,2024-04-28,PREV,,,,,,171.75,2024_PREVENTIF,MEDIUM_INFERRED,LLK
B7258T0010,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),2024-04-28,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0010,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),2024-04-28,,2024-04-29,CORR,,,,,,93.44666666666666,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7258T0013,INSPECTRICE METTLER-TOLEDO'RAYON X'(SDA),2024-04-28,,2024-04-29,PREV,,,,,,513.9566666666666,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7270T0200,SLEEVEUSE,2024-04-28,,2024-05-02,CORR,,,,,,74.4087867,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7270T0200,SLEEVEUSE,2024-04-28,,2024-04-29,CORR,,,,,,99.21171560000002,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7272T0028,FARDELEUSE VARIOPAC PRO,2024-04-28,,2024-04-29,PREV,,,,,,819.2216666666666,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7274T0001,POSEUSE DE POIGNEE M.E.T.E TWIN PACKS,2024-04-28,,2024-04-28,CORR,,,,,,841.02,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0027,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-28,,2024-04-29,CORR,,,,,,373.78666666666663,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0029,PALETTISEUR P432-SCARA (P432-20) CERMEX,2024-04-28,,2024-04-28,CORR,,,,,,2436.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7284T0031,PALETTISEUR,2024-04-28,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B7286T0009,BANDEROLEUSE ROBOPAC HS40 N° 309050087,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7286T0022,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2,2024-04-28,,2024-04-28,CORR,,,,,,93.44666666666666,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7286T0022,BANDEROLEUSE AVEC COURONNE TOURNANTE GENESIS FUTURA L2,2024-04-28,,2024-04-29,CORR,,,,,,14342.84,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B7632T0005,POSE POIGNEE COL (LIGNE 5LA),2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7632T0005,POSE POIGNEE COL (LIGNE 5LA),2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7632T0005,POSE POIGNEE COL (LIGNE 5LA),2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7638T0105,Chargeur Hyundai,2024-04-28,,2024-05-22,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BSL
B7688R2000,CLIMATISATIONS,2024-04-28,,2024-04-28,CORR,,,,,,13486.274411764523,2024_CORRECTIF,MEDIUM_INFERRED,BS1
B7714T0003,ELEVATEUR A GODET                  E2,2024-04-28,,2024-04-28,CORR,,,,,,5425.801962954015,2024_CORRECTIF,MEDIUM_INFERRED,BSL
B7759T0013,CONVOYEURS MECANIQUES 5LA GEBO SORBAL 00P182,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7759T0013,CONVOYEURS MECANIQUES 5LA GEBO SORBAL 00P182,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7759T0013,CONVOYEURS MECANIQUES 5LA GEBO SORBAL 00P182,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B7759T0023,CONVOYEURS BOCALES,2024-04-28,,2024-04-29,CORR,,,,,,198.4234312,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_UAP2
B7759T0025,CONVOYEURS FARDEAUX,2024-04-28,,2024-04-29,PREV,,,,,,228.62,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B8540R0001-000,TGBT-BATIMENT YORK,2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B8540R0001-000,TGBT-BATIMENT YORK,2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B8540R0001-000,TGBT-BATIMENT YORK,2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B8540R0001-171,ARMOIRE ELECTRIQUE ALIMENTAION GENERALE BATIMENT YORK,2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B8540R0001-171,ARMOIRE ELECTRIQUE ALIMENTAION GENERALE BATIMENT YORK,2024-04-28,,2024-04-28,CORR,,,,,,94.33154189047875,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B8540T0001,ARMOIRES ELECTRIQUES COMMUNES,2024-04-28,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B8602T0011,CHAUDIERE BABCOCK N°01,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T0012,CHAUDIERE BABCOCK N°02,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8602T8004,CHAUDIERE BABCOCK3/ 05 T,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8607T0011,SKID EAU CHAUD T85°,2024-04-28,,2024-05-20,PREV,,,,,,146.1019058,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8607T0011,SKID EAU CHAUD T85°,2024-04-28,,2024-05-02,PREV,,,,,,219.1528587,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8636T0038-J01,TOUR DE REFROIDISSEMENT COMPRESSEUR N°2,2024-04-28,,2024-04-28,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B8638T0008,GROUPE DE PRODUCTION D'EAU GLACEE-TRANE,2024-04-28,,2024-04-28,CORR,,,,,,40507.45053661188,2024_CORRECTIF,MEDIUM_INFERRED,BMA
B8638T0056,GROUPE DE PRODUCTION EAU GLACE N°2,2024-04-28,,2024-04-29,PREV,,,,,,685.86,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8638T0057,CHILLER SOUFFLEUSE,2024-04-28,,2024-04-29,PREV,,,,,,457.24,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8657T0038-S003,CENTRALE DE TRAITEMENT D'AIR N°1(SDA),2024-04-28,,2024-04-29,PREV,,,,,,457.24,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8657T0050,CENTRALE DE TRAITEMENT D'AIR SALLE BLANCHE UAP1(SDA),2024-04-28,,2024-04-28,CORR,,,,,,0.0,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B8657T0051,CENTRALE DE TRAITEMENT D'AIR NOUVELLE SIROPERIE(SDA),2024-04-28,,2024-04-29,PREV,,,,,,457.24,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
BLS-BAT-CHAUD,CHAUDRONNERIE SUCRE LIQUIDE ,2024-04-28,,2024-04-29,CORR,,,,,,1542.3,2024_CORRECTIF,MEDIUM_INFERRED,BLS
BSC-1KG-BAT-ALUM,CDS 1KG BATIMENT MENUISERIE ALUMINIUM,2024-04-28,,2024-05-23,CORR,,,,,,172740.0,2024_CORRECTIF,MEDIUM_INFERRED,BSC-N
ELKS_UAP1-N-BS-PR,Nouvelle siroperie,2024-04-28,,2024-05-13,PREV,,,,,,219.1528587,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
LLK-AC-2350B,Compresseur 40 bars TEMPO 2350 B,2024-04-28,,2024-05-04,CORR,,,,,,56372.0,2024_CORRECTIF,MEDIUM_INFERRED,LLK
B3529R0523-S001,ECHANGEUR TERLET 1 (SDA),2024-04-29,,2024-04-29,PREV,,,,,,385.6202323,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B3529R0523-S001,ECHANGEUR TERLET 1 (SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B3529R0523-S002,ECHANGEUR TERLET 2(SDA),2024-04-29,,2024-04-29,PREV,,,,,,385.6202323,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B3529R0523-S002,ECHANGEUR TERLET 2(SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B3602R5006-J02,GROUPE ELECTROPOMPE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3623R6001-J01,GROUPE MOTOPOMPE IMMERGE,2024-04-29,,2024-04-29,PREV,,,,,,68.586,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3668T0201,"Compresseur 40Bars SIAD ""B"" TEMPO 1850 KC 10656 / 10B",2024-04-29,,2024-04-29,PREV,,,,,,925011.0456043376,2024_PREVENTIF,MEDIUM_INFERRED,BCH
B3668T8005,COMPRESSEUR N°02,2024-04-29,,2024-05-02,CORR,,,,,,76.20666666666665,2024_CORRECTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3668T8005,COMPRESSEUR N°02,2024-04-29,,2024-04-29,PREV,,,,,,967.63780093046,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3669T8002,COMPRESSEUR BP,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677R0302-J02,SECHEUR D'AIR N°02,2024-04-29,,2024-04-29,PREV,,,,,,457.24,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3677T0300-J01,SECHEUR D'AIR N°03,2024-04-29,,2024-04-29,PREV,,,,,,342.93,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_DM_UT
B3679R0201,SURPRESSEUR  ROBOX,2024-04-29,,2024-04-29,PREV,,,,,,575.8,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B3970T0303,ARMOIRES ELECTRIQUES CONVOYEURS BOUTEILLE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B3970T0304,ARMOIRES ELECTRIQUES CONVOYEURS FARDEAUX,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B3971T0026,ARMOIRE TGBT FORAGES,2024-04-29,,2024-04-29,PREV,,,,,,140.0,2024_PREVENTIF,MEDIUM_INFERRED,BEU
B4600T0004-J01,VANNERIES,2024-04-29,,2024-04-29,PREV,,,,,,121.93066666666665,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B4600T0006-J01,ACCESSOIRES,2024-04-29,,2024-04-29,PREV,,,,,,106.68933333333332,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6001T0006,PRESSE D'INJECTION PREFORMES 04 HYPET 400,2024-04-29,,2024-04-29,CORR,,,,,,144.0,2024_CORRECTIF,MEDIUM_INFERRED,UPL_S
B6001T0014,PRESSE D'INJECTION PET,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6010T0008,Presse n° 08,2024-04-29,,2024-04-29,CORR,,,,,,1095.989038122189,2024_CORRECTIF,MEDIUM_INFERRED,UPL_S
B6050T0007,UNITE ASPIRANTE (PET),2024-04-29,,2024-04-29,PREV,,,,,,152.41333333333333,2024_PREVENTIF,MEDIUM_INFERRED,UPL_S
B6052T0005,SILO DE SECHAGE ET STOCKAGE DU PET TN 10000 HUSKY,2024-04-29,,2024-04-29,PREV,,,,,,228.62,2024_PREVENTIF,MEDIUM_INFERRED,UPL_S
B6053T0005,SECHEUR PIOVAN,2024-04-29,,2024-04-29,PREV,,,,,,228.62,2024_PREVENTIF,MEDIUM_INFERRED,UPL_S
B6210T8001,RAFFINEUSE COMPLETE 60T,2024-04-29,,2024-04-29,PREV,,,,,,53.34466666666666,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP1
B6220T0001,VMC  A(SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6220T0001,VMC  A(SDA),2024-04-29,,2024-04-29,PREV,,,,,,38.103333333333325,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6220T0002,VMC  B(SDA),2024-04-29,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6220T0002,VMC  B(SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S001,CUVERIE EXTERIEUR,2024-04-29,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S001,CUVERIE EXTERIEUR,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S002,CUVES MATURATION,2024-04-29,,2024-04-29,PREV,,,,,,232.060174225,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S002,CUVES MATURATION,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S003,CUVES TAMPON,2024-04-29,,2024-04-29,PREV,,,,,,482.025290375,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S003,CUVES TAMPON,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S011,GROUPE MOTOPOMPE VINAIGRE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S011,GROUPE MOTOPOMPE VINAIGRE,2024-04-29,,2024-04-29,PREV,,,,,,76.20666666666665,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S012,CUVE  ET INSTRUMENTATION,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S012,CUVE  ET INSTRUMENTATION,2024-04-29,,2024-04-29,PREV,,,,,,385.6202323,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S020,CUVE NEP 5X4000L(SDA),2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S020,CUVE NEP 5X4000L(SDA),2024-04-29,,2024-04-29,PREV,,,,,,19.051666666666662,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S021,GROUPE POMPE CIP,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S022,POSTE DE COMMANDE Eau/Désinfectant,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S023,GROUPE PRECHAUFFEUR,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
B6225T0001-S024,GROUPE POMPE DOSAGE,2024-04-29,,2024-04-29,PREV,,,,,,0.0,2024_PREVENTIF,MEDIUM_INFERRED,ELKS_UAP2
